id_n,Year,Gender,City,TaxpayerType,companytype,Activity,entactivitycode,SectorDescription,Size,gross_wage,net_income_business,net_income_partnership,gross_rents,gross_i_interest_pen_pay,gross_i_interest,gross_i_inta_prop,capital_gain,foreign_s_inc,other_inc_gifts,total_inc,ded_rents_expen_rents10pct,ded_pen_cont,ded_exp_int_prop,other_allowed_ded,total_ded,taxable_amount,loss_carried_for,dis_charity_contribution,tot_additional_ded,taxable_inc_before_tax,tax_on_tax_inc_bracket,tax_withheld_wage_employer,tax_withheld_wage_interest,tax_withheld_rents,tax_witheld_lottery_gains,foreign_tax_credit,total_witheld_credit,total_pay_for,q_advance_business_inc,q_payment_ren_inc_int_prop,total_advance_payment,total_tax_payable,amount_due,sector,companytype_en
3905,2022,M,PRISHTINË,BIZNES,Individual,Aktivitetet e programimit kompjuterik ,6201,Informimi dhe komunikimi,2,0.0,35098.25,0.0,0.0,0.0,0.0,0.0,0.0,2622.77,0.0,37721.02,0.0,0.0,0.0,0.0,0.0,37721.02,0.0,0.0,0.0,37721.02,3505.7,0.0,0.0,0.0,0.0,0.0,0.0,3505.7,3198.72,0.0,3198.72,306.98,306.98,62,Individual
3906,2022,M,MITROVICË,BIZNES,Individual,Aktivitetet e dentistëve,8623,Aktivitetet e shendetit te njeriut dhe te punes sociale,4,0.0,498635.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498635.37,0.0,2400.0,0.0,0.0,2400.0,496235.37,0.0,0.0,0.0,496235.37,49357.14,0.0,0.0,0.0,0.0,0.0,0.0,49357.14,16104.08,0.0,16104.08,33253.06,33253.06,86,Individual
3907,2022,M,PRISHTINË,BIZNES,Individual,Transporti tjetër rrugor i pasagjerëve p.k.t.,4939,Transporti dhe magazinimi,2,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Individual
3908,2022,M,PRIZREN,BIZNES,Individual,Tregtia me pakicë e mishit dhe produkteve të mishit në dyqane të specializuara,4722,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,12325.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12325.82,0.0,2400.0,0.0,0.0,2400.0,9925.82,0.0,0.0,0.0,9925.82,726.18,0.0,0.0,0.0,0.0,0.0,0.0,726.18,1050.0,0.0,1050.0,0.0,0.0,47,Individual
3909,2022,F,PRISHTINË,PERSON FIZIK,Person fizik,PROFESOR,10000,Person Fizik,3,0.0,62101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62101.0,0.0,0.0,0.0,0.0,0.0,62101.0,0.0,0.0,0.0,62101.0,5943.7,0.0,0.0,0.0,0.0,0.0,0.0,5943.7,2720.0,0.0,2720.0,3223.7,3223.7,10,
3910,2022,M,PRIZREN,BIZNES,Individual,Aktvitetet e autoshkollave,8553,Arsimi,2,0.0,-21.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.92,0.0,0.0,0.0,0.0,0.0,-21.92,0.0,0.0,0.0,-21.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,459.0,0.0,0.0,85,Individual
3911,2022,M,PRISHTINË,BIZNES,Individual,Aktivitetet e këshillimit për biznes dhe këshillat e tjera për manaxhim,7022,"Aktivitetet profesionale, shkencore dhe teknike",3,25825.4,10263.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36088.45,0.0,2186.15,0.0,0.0,2186.15,33902.3,0.0,0.0,0.0,33902.3,3123.83,2453.41,0.0,0.0,0.0,0.0,2453.41,670.42,601.84,0.0,601.84,68.58,68.58,70,Individual
3912,2022,M,FERIZAJ,BIZNES,Individual,Prodhimi i produkteve të qeramikës për përdorim shtëpiak dhe zbukurues,2341,Industria perpunuese,1,0.0,-1145.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1145.69,0.0,0.0,0.0,0.0,0.0,-1145.69,0.0,0.0,0.0,-1145.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,Individual
3913,2022,M,PRISHTINË,BIZNES,Individual,Aktivitete juridike,6910,"Aktivitetet profesionale, shkencore dhe teknike",3,0.0,62120.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62120.42,0.0,0.0,0.0,0.0,0.0,62120.42,0.0,0.0,0.0,62120.42,5945.64,0.0,0.0,0.0,0.0,0.0,0.0,5945.64,6000.0,0.0,6000.0,0.0,0.0,69,Individual
3914,2022,M,DARDHISHTË,PERSON FIZIK,Person fizik,SHITES,10000,Person Fizik,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,
3915,2022,M,FUSHË KOSOVË,BIZNES,Individual,Formimi ose palosja e ftohtë,2433,Industria perpunuese,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,Individual
3916,2022,F,KLINË,BIZNES,Individual,Blerja dhe shitja e patundshmërisë personale,6810,Aktivitetet e patundshmerise,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,Individual
3917,2022,M,PEJË,PERSON FIZIK,Person fizik,Person fizik,10000,Person Fizik,1,0.0,0.0,169325.61,27600.0,0.0,0.0,0.0,0.0,0.0,0.0,196925.61,0.0,2400.0,0.0,0.0,2400.0,194525.61,0.0,0.0,0.0,194525.61,19186.16,0.0,0.0,0.0,0.0,0.0,0.0,19186.16,13186.16,0.0,13186.16,6000.0,6000.0,10,
3918,2022,F,GLLAREVË,BIZNES,Individual,Tregtia me shumicë e tekstileve,4641,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Individual
3919,2022,M,BAJICË,PERSON FIZIK,Person fizik,PUNETOR,10000,Person Fizik,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12290.88,0.0,12290.88,0.0,0.0,0.0,0.0,0.0,12290.88,0.0,0.0,0.0,12290.88,962.69,0.0,0.0,0.0,0.0,962.69,962.69,0.0,0.0,0.0,0.0,0.0,0.0,10,
3920,2022,M,PODUJEVË,BIZNES,Individual,Tregtia e veturave dhe automjeteve me fuqi motorike të vogël,4511,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,17053.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17053.74,0.0,0.0,0.0,0.0,0.0,17053.74,0.0,0.0,0.0,17053.74,1438.97,0.0,0.0,0.0,0.0,0.0,0.0,1438.97,1173.6,0.0,1173.6,265.37,265.37,45,Individual
3921,2022,M,CAGLLAVICE,BIZNES,Individual,"Prodhimi i pllakëzave të plastikës, fletëzave, tubave dhe profileve",2221,Industria perpunuese,2,0.0,3473.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3473.94,0.0,0.0,0.0,0.0,0.0,3473.94,0.0,0.0,0.0,3473.94,119.52,0.0,0.0,0.0,0.0,0.0,0.0,119.52,200.0,0.0,200.0,0.0,0.0,22,Individual
3922,2022,M,HAJVALI,BIZNES,Individual,Transporti rrugor urban dhe ndërurban i pasagjerëve,4931,Transporti dhe magazinimi,3,0.0,36130.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36130.4,0.0,0.0,0.0,0.0,0.0,36130.4,0.0,0.0,0.0,36130.4,3346.64,0.0,0.0,0.0,0.0,0.0,0.0,3346.64,0.0,0.0,0.0,3346.64,3346.64,49,Individual
3923,2022,M,ASTRAZUP,PERSON FIZIK,Person fizik,PRONAR,10000,Person Fizik,3,0.0,11407.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11407.23,0.0,0.0,0.0,0.0,0.0,11407.23,0.0,0.0,0.0,11407.23,874.32,0.0,0.0,0.0,0.0,0.0,0.0,874.32,700.0,0.0,700.0,174.32,174.32,10,
3924,2022,M,PRIZREN,BIZNES,Individual,Prodhimi i konstrukcioneve metalike dhe pjesëve të tyre,2511,Industria perpunuese,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Individual
3925,2022,M,SUHAREKË,BIZNES,Individual,"Tregtia me shumicë e sheqerit, e çokollatës dhe e ëmbëlsirave  ",4636,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,4234.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4234.85,0.0,0.0,0.0,0.0,0.0,4234.85,0.0,0.0,0.0,4234.85,180.39,0.0,0.0,0.0,0.0,0.0,0.0,180.39,0.0,0.0,0.0,180.39,180.39,46,Individual
3926,2022,M,PRISHTINË,BIZNES,Individual,"Aktivitetet e prodhimit të filmave, videove dhe programeve televizive",5911,Informimi dhe komunikimi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,Individual
3927,2022,M,GJILAN,BIZNES,Individual,Tregtia me pakicë e produkteve të duhanit në dyqane të specializuar,4726,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,130641.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130641.8,0.0,2400.0,0.0,0.0,2400.0,128241.8,0.0,0.0,0.0,128241.8,12557.78,0.0,0.0,524.48,0.0,0.0,524.48,12033.3,8704.0,0.0,8704.0,3329.3,3329.3,47,Individual
3928,2022,M,PRISHTINË,BIZNES,Individual,Tregtia me pakicë e pjesëve dhe aksesorëve të automjeteve,4532,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2,0.0,15621.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15621.29,0.0,1425.0,0.0,0.0,1425.0,14196.29,0.0,0.0,0.0,14196.29,1153.23,0.0,0.0,0.0,0.0,0.0,0.0,1153.23,1129.5,0.0,1129.5,23.73,23.73,45,Individual
3929,2022,M,PRIZREN,BIZNES,Individual,Publikimi i softuerëve të tjerë,5829,Informimi dhe komunikimi,2,0.0,13250.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13250.4,0.0,1325.04,0.0,0.0,1325.04,11925.36,0.0,0.0,0.0,11925.36,926.14,0.0,0.0,0.0,0.0,0.0,0.0,926.14,910.98,0.0,910.98,15.16,15.16,58,Individual
3930,2022,M,MIRASH,BIZNES,Individual,Aktivitetet e përkthimit dhe interpretimit,7430,"Aktivitetet profesionale, shkencore dhe teknike",3,0.0,4636.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4636.53,0.0,1020.0,0.0,0.0,1020.0,3616.53,0.0,0.0,0.0,3616.53,130.92,0.0,0.0,0.0,0.0,0.0,0.0,130.92,880.0,0.0,880.0,0.0,0.0,74,Individual
3931,2022,M,PRIZREN,BIZNES,Individual,Mirëmbajtja dhe riparimi i automjeteve,4520,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,3458.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3458.26,0.0,526.66,0.0,0.0,526.66,2931.6,2931.6,0.0,2931.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Individual
3932,2022,M,KRUSHË E MADHE,BIZNES,Individual,Testi i shpuarjes dhe shpuarja,4313,Ndertimtaria,4,0.0,101247.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101247.7,0.0,2400.0,0.0,0.0,2400.0,98847.7,0.0,0.0,0.0,98847.7,9618.37,0.0,0.0,0.0,0.0,0.0,0.0,9618.37,7300.0,0.0,7300.0,2318.37,2318.37,43,Individual
3933,2022,F,GJONAJ,BIZNES,Individual,Aktvitetet e autoshkollave,8553,Arsimi,2,0.0,6316.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6316.8,0.0,800.0,0.0,0.0,800.0,5516.8,0.0,0.0,0.0,5516.8,285.28,0.0,0.0,0.0,0.0,0.0,0.0,285.28,600.0,0.0,600.0,0.0,0.0,85,Individual
3934,2022,M,VUSHTRRI,BIZNES,Individual,Tregtia e veturave dhe automjeteve me fuqi motorike të vogël,4511,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Individual
3935,2022,F,GJAKOVË,BIZNES,Individual,Prodhimi i veshjeve të tjera të jashtme,1413,Industria perpunuese,2,0.0,26917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26917.0,0.0,812.39,0.0,0.0,812.39,26104.61,0.0,0.0,0.0,26104.61,2344.06,0.0,0.0,0.0,0.0,0.0,0.0,2344.06,2303.14,0.0,2303.14,40.92,40.92,14,Individual
3936,2022,M,PRISHTINË,BIZNES,Individual,"Prodhimi i bukës, simiteve dhe ëmbëlsirave të freskëta",1071,Industria perpunuese,3,0.0,6922.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6922.54,0.0,320.0,0.0,0.0,320.0,6602.54,0.0,0.0,0.0,6602.54,393.85,0.0,0.0,0.0,0.0,0.0,0.0,393.85,380.0,0.0,380.0,13.85,13.85,10,Individual
3937,2022,F,FERIZAJ,BIZNES,Individual,Aktivitetet e dentistëve,8623,Aktivitetet e shendetit te njeriut dhe te punes sociale,2,18369.55,8975.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27345.22,0.0,5916.54,0.0,0.0,5916.54,21428.68,0.0,0.0,0.0,21428.68,1876.47,1326.3,0.0,0.0,0.0,0.0,1326.3,550.17,1000.0,0.0,1000.0,0.0,0.0,86,Individual
3938,2022,M,PODUJEVË,BIZNES,Individual,Aktvitetet e autoshkollave,8553,Arsimi,2,0.0,4838.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4838.31,0.0,360.0,0.0,0.0,360.0,4478.31,0.0,0.0,0.0,4478.31,199.86,0.0,0.0,0.0,0.0,0.0,0.0,199.86,200.0,0.0,200.0,0.0,0.0,85,Individual
3939,2022,M,MALISHEVË,BIZNES,Individual,"Riparimi i orëve të dorës, të murit dhe argjentarisë ",9525,Aktivitetet e tjera sherbyese,2,0.0,2087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087.0,0.0,0.0,0.0,0.0,0.0,2087.0,0.0,0.0,0.0,2087.0,45.08,0.0,0.0,0.0,0.0,0.0,0.0,45.08,220.0,0.0,220.0,0.0,0.0,95,Individual
3940,2022,F,PRISHTINË,BIZNES,Individual,Tregtia me pakicë e veshjeve në dyqane të specializuara,4771,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2,0.0,-5834.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5834.94,0.0,0.0,0.0,0.0,0.0,-5834.94,0.0,0.0,0.0,-5834.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.6,0.0,201.6,0.0,0.0,47,Individual
3941,2022,M,BAICË,BIZNES,Individual,Ndërtimi i objekteve banesore dhe jobanesore,4120,Ndertimtaria,3,0.0,15990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15990.0,0.0,0.0,0.0,0.0,0.0,15990.0,0.0,0.0,0.0,15990.0,1332.6,0.0,0.0,0.0,0.0,0.0,0.0,1332.6,0.0,0.0,0.0,1332.6,1332.6,41,Individual
3942,2022,M, XËRXË,BIZNES,Individual,"Tregtia me shumicë e makinerive bujqësore, pajisjeve dhe pjesëve furnizuese",4661,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,272947.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272947.27,0.0,2400.0,0.0,0.0,2400.0,270547.27,0.0,0.0,0.0,270547.27,26788.33,0.0,0.0,0.0,0.0,0.0,0.0,26788.33,25210.8,0.0,25210.8,1577.53,1577.53,46,Individual
3943,2022,,FUSHË KOSOVË,BIZNES,Individual,"Tregtia me shumicë e artikujve të tjerë ushqimorë, përfshirë peshkun, krustacet dhe molusqet (frutat e detit)",4638,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,877226.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877226.74,0.0,2400.0,0.0,0.0,2400.0,874826.74,0.0,0.0,0.0,874826.74,87216.27,0.0,0.0,0.0,0.0,0.0,0.0,87216.27,77000.73,0.0,77000.73,10215.54,10215.54,46,Individual
3944,2022,M,PODUJEVË,BIZNES,Individual,Përpunimi dhe konservimi tjetër i frutave dhe perimeve,1039,Industria perpunuese,3,0.0,4496.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4496.78,0.0,0.0,0.0,0.0,0.0,4496.78,0.0,0.0,0.0,4496.78,201.34,0.0,0.0,0.0,0.0,0.0,0.0,201.34,1080.84,0.0,1080.84,0.0,0.0,10,Individual
3945,2022,F,PRIZREN,PERSON FIZIK,Person fizik,NDIHMES MENAXHER,10000,Person Fizik,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,
3946,2022,M,PRISHTINË,BIZNES,Individual,Riparimi i pajisjeve elektroshtëpiake dhe pajisjeve për shtëpi dhe të kopshtarisë,9522,Aktivitetet e tjera sherbyese,3,0.0,20455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20455.0,0.0,0.0,0.0,0.0,0.0,20455.0,0.0,0.0,0.0,20455.0,1779.1,0.0,0.0,0.0,0.0,0.0,0.0,1779.1,1779.1,0.0,1779.1,0.0,0.0,95,Individual
3947,2022,M,PRISHTINË,BIZNES,Individual,Aktivitetet e ndërmjetësimit për shitjen e një shumëllojshmërie mallrash,4619,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,4,0.0,486434.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486434.22,0.0,2400.0,0.0,0.0,2400.0,484034.22,0.0,0.0,0.0,484034.22,48137.02,0.0,0.0,0.0,0.0,0.0,0.0,48137.02,43717.0,0.0,43717.0,4420.02,4420.02,46,Individual
3948,2022,M,RAHOVEC,BIZNES,Individual,Aktivitetet e mjekësisë së specializuar,8622,Aktivitetet e shendetit te njeriut dhe te punes sociale,2,0.0,7259.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7259.26,0.0,0.0,0.0,0.0,0.0,7259.26,0.0,0.0,0.0,7259.26,459.53,0.0,0.0,0.0,0.0,0.0,0.0,459.53,807.2,0.0,807.2,0.0,0.0,86,Individual
3949,2022,M,LIPJAN,BIZNES,Individual,"Punime hidraulike, instalime të ngrohjes dhe kondicionimit të ajrit",4322,Ndertimtaria,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Individual
3950,2022,M,PRIZREN,PERSON FIZIK,Person fizik,STUDENT,10000,Person Fizik,3,0.0,55204.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55204.6,0.0,2400.0,0.0,0.0,2400.0,52804.6,0.0,0.0,0.0,52804.6,5014.06,0.0,0.0,0.0,0.0,0.0,0.0,5014.06,4143.6,0.0,4143.6,870.46,870.46,10,
3951,2022,F,PRISHTINË,PERSON FIZIK,Person fizik,JURIST,10000,Person Fizik,1,0.0,-2696.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2696.56,0.0,0.0,0.0,0.0,0.0,-2696.56,0.0,0.0,0.0,-2696.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,10,
3952,2022,M,MITROVICË,BIZNES,Individual,Aktivitetet e programimit kompjuterik ,6201,Informimi dhe komunikimi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Individual
3953,2022,M,PRISHTINË,BIZNES,Individual,"Tregtia me pakicë e mallrave të tjera të reja, në dyqane të specializuara",4778,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,11554.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11554.67,0.0,0.0,0.0,0.0,0.0,11554.67,0.0,0.0,0.0,11554.67,889.07,0.0,0.0,0.0,0.0,0.0,0.0,889.07,0.0,0.0,0.0,889.07,889.07,47,Individual
3954,2022,M,GLLOGOC,BIZNES,Individual,Rritja e gjedheve për qumësht,141,Bujqesia;Pylltaria dhe Peshkimi,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01,Individual
3955,2022,M,PRISHTINË,PERSON FIZIK,Person fizik,SHITES,10000,Person Fizik,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,
3956,2022,M,ORROBËRDË,BIZNES,Individual,Restorantet dhe aktivitetet shërbyese lëvizëse të ushqimit,5610,Akomodimi dhe sherbimi ushqimor,2,0.0,1229.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.01,0.0,400.0,0.0,0.0,400.0,829.01,829.01,0.0,829.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.6,0.0,273.6,0.0,0.0,56,Individual
3957,2022,M,MALISHEVË,BIZNES,Individual,Furnizimi me ushqim me porosi për raste,5621,Akomodimi dhe sherbimi ushqimor,2,0.0,800.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.08,0.0,0.0,0.0,0.0,0.0,800.08,800.08,0.0,800.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,Individual
3958,2022,M,ZAKUT,BIZNES,Individual,"Punime hidraulike, instalime të ngrohjes dhe kondicionimit të ajrit",4322,Ndertimtaria,3,0.0,12607.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12607.65,0.0,0.0,0.0,0.0,0.0,12607.65,0.0,0.0,0.0,12607.65,994.37,0.0,0.0,0.0,0.0,0.0,0.0,994.37,1353.6,0.0,1353.6,0.0,0.0,43,Individual
3959,2022,M,PRISHTINË,BIZNES,Individual,Tregtia me pakicë e pajisjeve të telekomunikimit në dyqane të specializuara         ,4742,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,3,0.0,22801.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22801.22,0.0,0.0,0.0,0.0,0.0,22801.22,0.0,0.0,0.0,22801.22,2013.72,0.0,0.0,0.0,0.0,0.0,0.0,2013.72,0.0,0.0,0.0,2013.72,2013.72,47,Individual
3960,2022,M,PRIZREN,BIZNES,Individual,Prodhimi i konstrukcioneve metalike dhe pjesëve të tyre,2511,Industria perpunuese,5,0.0,236849.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236849.19,0.0,0.0,0.0,0.0,0.0,236849.19,0.0,0.0,0.0,236849.19,23418.52,0.0,0.0,0.0,0.0,0.0,0.0,23418.52,23863.25,0.0,23863.25,0.0,0.0,25,Individual
3961,2022,M,PRISHTINË,BIZNES,Individual,Shtypje të tjera,1812,Industria perpunuese,2,0.0,2279.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2279.95,0.0,117.0,0.0,0.0,117.0,2162.95,0.0,0.0,0.0,2162.95,48.12,0.0,0.0,0.0,0.0,0.0,0.0,48.12,30.0,0.0,30.0,18.12,18.12,18,Individual
3962,2022,M,POKLEK I RI,BIZNES,Individual,Tregtia me pakicë e pajisjeve elekroshtëpiake në dyqane të specializuara,4754,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,2,0.0,13154.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13154.44,0.0,0.0,0.0,0.0,0.0,13154.44,0.0,0.0,0.0,13154.44,1049.04,0.0,0.0,0.0,0.0,0.0,0.0,1049.04,0.0,0.0,0.0,1049.04,1049.04,47,Individual
3963,2022,M,MITROVICË,BIZNES,Individual,Aktivitetet e agjencive të udhëtimit,7911,Sherbimet administrative dhe mbeshtetese,3,0.0,41924.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41924.99,0.0,2400.0,0.0,0.0,2400.0,39524.99,0.0,0.0,0.0,39524.99,3686.1,0.0,0.0,0.0,0.0,0.0,0.0,3686.1,3686.1,0.0,3686.1,0.0,0.0,79,Individual
3964,2022,M,MITROVICË,BIZNES,Individual,"Aktivitetet e kontabilitetit, libërmbajtjes dhe auditimit; këshillime tatimore",6920,"Aktivitetet profesionale, shkencore dhe teknike",1,29945.9,1221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31166.9,0.0,1548.26,0.0,0.0,1548.26,29618.64,0.0,0.0,0.0,29618.64,2695.46,2646.44,0.0,0.0,0.0,0.0,2646.44,49.02,0.0,0.0,0.0,49.02,49.02,69,Individual
